name;frequency
Aemilia;11
Afrae;11
Agni;11
Aidana;11
Aika;11
Aishe;11
Aizah;11
Alaâ;11
Alberina;11
Alcina;11
Alec;11
Aleesha;11
Alegra;11
Aleina;11
Alesandra;11
Alexandra-Nicoleta;11
Alicha;11
Alinka;11
Alisar;11
Allissia;11
Alouiza;11
Aloysa;11
Alwena;11
Aly;11
Alyda;11
Alysone;11
Amaana;11
Amala;11
Amaurine;11
Amineh;11
Amtul;11
Amy-Lynn;11
Anait;11
Anbar;11
Anchalee;11
Andes;11
Andora;11
Andreea-Georgiana;11
Andromachi;11
Anea;11
Angeliek;11
Angelle;11
Anjeza;11
Anna-Catharina;11
Anna-Katharina;11
Anne-Christel;11
Anne-Emmanuelle;11
Anne-Liese;11
Annelynn;11
Annemarijn;11
Annett;11
Annicke;11
Annuschka;11
Anqi;11
Antea;11
Antho;11
Antonia-Maria;11
Antonica;11
Anuja;11
Arabela;11
Arba;11
Arcangelina;11
Aretha;11
Arnelle;11
Arnesa;11
Artina;11
Artiola;11
Arzoo;11
Askin;11
Asmâ;11
Atsuko;11
Attika;11
Aurelien;11
Aurelija;11
Aurielle;11
Aurika;11
Auréane;11
Aveen;11
Avesta;11
Awo;11
Axèle;11
Ayise;11
Ayman;11
Azalée;11
Azia;11
Aznif;11
Azziza;11
Aëla;11
Bahya;11
Bakiye;11
Baraah;11
Barbro;11
Bardha;11
Bayarmaa;11
Beatrise;11
Behidzhe;11
Benedict;11
Benilde;11
Bernis;11
Berthine;11
Besima;11
Betania;11
Betelhem;11
Bethlehem;11
Bianca-Andreea;11
Bibata;11
Biene;11
Bilgi;11
Bilsen;11
Bleuenn;11
Bogna;11
Brenne;11
Briella;11
Britanie;11
Bronke;11
Brontë;11
Bruchi;11
Bruchy;11
Calliopé;11
Cam;11
Camelya;11
Camerone;11
Camile;11
Camélya;11
Cao;11
Carice;11
Carla-Marie;11
Carlie;11
Cary;11
Cataléya;11
Celin;11
Centa;11
Ceydanur;11
Chabelli;11
Chahed;11
Chancelvie;11
Chanez;11
Chania;11
Chantel;11
Chariklia;11
Charita;11
Charlye;11
Chary;11
Cherise;11
Chetna;11
Chima;11
Christevie;11
Christilla;11
Chui;11
Chéima;11
Cien;11
Cintya;11
Clara-Maria;11
Clarine;11
Coecilia;11
Colet;11
Collyne;11
Conia;11
Corie;11
Cosimina;11
Cristina-Daniela;11
Cristina-Mariana;11
Cristl;11
Célena;11
Célénia;11
Cérine;11
Daliana;11
Dalilah;11
Dalin;11
Daniela-Maria;11
Daphnee;11
Dariia;11
Darija;11
Darling;11
Dashurije;11
Dauke;11
Dayanara;11
Deborrah;11
Deeqa;11
Dela;11
Denice;11
Desi;11
Destan;11
Diariatou;11
Didiane;11
Diem;11
Dietske;11
Dihya;11
Dilva;11
Dimfna;11
Dinska;11
Dione;11
Diwa;11
Diyar;11
Djessy;11
Dominic;11
Domitilla;11
Donatina;11
Donita;11
Dorela;11
Dorontina;11
Douaâ;11
Dulijeta;11
Dzhevrie;11
Ecenur;11
Edilene;11
Edlyn;11
Eiman;11
Elena-Claudia;11
Elena-Irina;11
Elena-Roxana;11
Elenor;11
Eleya;11
Elika;11
Elinoor;11
Elionora;11
Eliséa;11
Elizete;11
Elizia;11
Ella-Nore;11
Ellie-Rose;11
Elvane;11
Emefa;11
Emiliia;11
Emilyne;11
Emmannuelle;11
Emrije;11
Enrichetta;11
Es;11
Eser;11
Esli;11
Esmae;11
Essediya;11
Esthère;11
Etta;11
Eufemia;11
Eurielle;11
Eva-Rose;11
Evaggelia;11
Evan;11
Evelinne;11
Evine;11
Evlin;11
Evora;11
Eyerusalem;11
Eylin;11
Ezel;11
Fabjola;11
Fabrina;11
Faden;11
Fanya;11
Farangis;11
Farina;11
Fatu;11
Feiga;11
Feigi;11
Felie;11
Fely;11
Fere;11
Feroza;11
Fettouch;11
Fidéline;11
Fikrete;11
Filomèna;11
Firdawse;11
Firdawss;11
Firoza;11
Florienne;11
Fouke;11
Françina;11
Fynne;11
Gabie;11
Galena;11
Gayatri;11
Gayle;11
Gaïane;11
Gerritdina;11
Gertruide;11
Gesina;11
Gezina;11
Giliane;11
Giny;11
Giullia;11
Gjemile;11
Glwadys;11
Glykeria;11
Glória;11
Grada;11
Grainne;11
Grieke;11
Guendalina;11
Gulmira;11
Gundi;11
Guyonne;11
Gyulchay;11
Gyulsevim;11
Gyulshan;11
Gäelle;11
Görkem;11
Gülcihan;11
Gülin;11
Güliz;11
Hajera;11
Hamasa;11
Hargun;11
Hasije;11
Hatidja;11
Hatidje;11
Hatidze;11
Haykuhi;11
Hayleigh;11
Hayrun;11
Haïke;11
Hedwiga;11
Hedy;11
Heliana;11
Heléna;11
Henrieke;11
Henrita;11
Hermela;11
Hibah;11
Hien;11
Hiliana;11
Hivin;11
Hiwet;11
Hiwot;11
Hornella;11
Hounaida;11
Hranush;11
Humera;11
Héliane;11
Idrissia;11
Iffat;11
Ilah;11
Ilayna;11
Ilaysa;11
Ilianne;11
Ilijana;11
Ilisa;11
Iljana;11
Ilmie;11
Ilouna;11
Ilunga;11
Ilyssa;11
Imaya;11
Imân;11
Indirah;11
Ioana-Roxana;11
Ioli;11
Iphigénie;11
Iriana;11
Irénée;11
Isore;11
Israh;11
Itte;11
Izeta;11
Jadey;11
Janaat;11
Janaica;11
Janika;11
Jannelien;11
Janni;11
Jannina;11
Janske;11
Janyce;11
Jayna;11
Jeannin;11
Jelinka;11
Jenice;11
Jenn;11
Jessyka;11
Jianping;11
Jinda;11
Jine;11
Jisca;11
Joaline;11
Jobina;11
Jolieke;11
Joolz;11
Jos;11
Joseanne;11
Josefin;11
Jossette;11
José-Anne;11
Joyka;11
Jozien;11
Jumanah;11
Justyne;11
Kadidia;11
Kadin;11
Kailani;11
Kairi;11
Kala;11
Kaline;11
Kally;11
Kamaljeet;11
Kamuran;11
Kankou;11
Kar;11
Kat;11
Katrein;11
Kattia;11
Katyana;11
Keerthana;11
Kefser;11
Keli;11
Kellen;11
Kera;11
Kerlijn;11
Khadidzha;11
Khadishat;11
Khaleda;11
Khatia;11
Khuloud;11
Kiliane;11
Kimet;11
Kinou;11
Kjara;11
Kjille;11
Klare;11
Konca;11
Konstancja;11
Krisna;11
Kristyna;11
Kriti;11
Krystie;11
Kuldip;11
Kylana;11
Kyllie;11
Kysha;11
Labiba;11
Labrini;11
Lakisha;11
Lalya;11
Lamduan;11
Landa;11
Lanny;11
Lante;11
Lany;11
Lanya;11
Laona;11
Latha;11
Laura-Lee;11
Laurella;11
Lauryane;11
Layaan;11
Laís;11
Laïssa;11
Leine;11
Leiya;11
Lemlem;11
Lenca;11
Lenya;11
Leonila;11
Levana;11
Liefke;11
Lieneke;11
Lies'l;11
Liese-Lotte;11
Liga;11
Liina;11
Liliam;11
Lillianne;11
Lilyanne;11
Lilé;11
Lisa-Rose;11
Lisabeth;11
Liticia;11
Litte;11
Lixia;11
Lizzi;11
Lodi;11
Loredanna;11
Lorenna;11
Loryana;11
Loryane;11
Loréana;11
Louissa;11
Lounna;11
Loéline;11
Loéna;11
Lucianne;11
Lucietta;11
Ludwin;11
Lusi;11
Lykke;11
Lyncée;11
Lysandra;11
Lysse;11
Lyubka;11
Lémonie;11
Léni;11
Léo;11
Macrina;11
Madlena;11
Maeli;11
Maelis;11
Maelynn;11
Mafoudia;11
Mai-Ly;11
Mailly;11
Maina;11
Majd;11
Majeda;11
Makayla;11
Makiko;11
Maline;11
Malkan;11
Malorye;11
Mamouch;11
Manahel;11
Manami;11
Maninder;11
Manjula;11
Manno;11
Manoela;11
Maona;11
Margariet;11
Marha;11
Maria-Adriana;11
Maria-Catena;11
Maria-Giuseppina;11
Maria-Josepha;11
Maria-Letizia;11
Mariatu;11
Marida;11
Marie-Cathérine;11
Marie-Elisa;11
Marie-Evelyne;11
Marie-Solange;11
Marilise;11
Marim;11
Marischa;11
Maritie;11
Marjolien;11
Marlotte;11
Mary-Laure;11
Massira;11
Maylane;11
Maéli;11
Maëllie;11
Maï-Ly;11
Maïline;11
Mechtilda;11
Mehrije;11
Melise;11
Melynda;11
Mennel;11
Meray;11
Meropi;11
Miah;11
Micah;11
Michaële;11
Miguela;11
Mihaela-Alina;11
Milagro;11
Minahil;11
Miradie;11
Mirale;11
Mirose;11
Mishal;11
Mitsy;11
Miyah;11
Moena;11
Mohana;11
Monda;11
Monik;11
Mora;11
Morrigan;11
Mpia;11
Mushtaq;11
Muzhda;11
Mylah;11
Myurvet;11
Mélinée;11
Mériem;11
Nabilla;11
Nadége;11
Nagwa;11
Nahal;11
Nahrin;11
Najoi;11
Najoie;11
Nam;11
Nasha;11
Nataline;11
Natty;11
Nawell;11
Nayomi;11
Naëva;11
Naïka;11
Naïké;11
Nebiye;11
Nedia;11
Nedzhlya;11
Negina;11
Neval;11
Nevia;11
Neya;11
Nezhla;11
Nezihe;11
Niah;11
Nice;11
Nichole;11
Niek;11
Niran;11
Nisse;11
Nisserine;11
Nivedita;11
Noami;11
Noel;11
Noelya;11
Noorzia;11
Nooshin;11
Noujoud;11
Nousseyba;11
Novella;11
Noéllie;11
Noëlline;11
Nupelda;11
Nurtan;11
Nyka;11
Nynthe;11
Néa;11
Oana-Andreea;11
Odeta;11
Oghogho;11
Ole;11
Olessia;11
Oluchi;11
Omeya;11
Orasa;11
Osaretin;11
Oumayya;11
Oumoul;11
Pabitra;11
Pagona;11
Panna;11
Parfaite;11
Paria;11
Pasquale;11
Patrisia;11
Peguy;11
Penielle;11
Perside;11
Petronila;11
Pieternelle;11
Polixeni;11
Polona;11
Pratima;11
Promise;11
Qianqian;11
Quinne;11
Rafete;11
Raguiatou;11
Raice;11
Raisy;11
Rajani;11
Rakel;11
Raniah;11
Raoua;11
Razie;11
Refiye;11
Rei;11
Rejhane;11
Remie;11
Reyhaneh;11
Rezzan;11
Rhüne;11
Riki;11
Riko;11
Rine;11
Riona;11
Ritika;11
Riëlle;11
Rodika;11
Rokiatou;11
Romiena;11
Rosalyne;11
Rosalía;11
Rose-Anna;11
Roser;11
Rosianne;11
Rouaa;11
Roufaida;11
Roxann;11
Rukiya;11
Rumaisa;11
Ryhanna;11
Ryoko;11
Róza;11
Sabaheta;11
Sabiye;11
Sadbere;11
Sadife;11
Safiyo;11
Sahide;11
Sahro;11
Sahsenem;11
Saidja;11
Saliou;11
Salla;11
Saloni;11
Salématou;11
Samila;11
Sancha;11
Sanga;11
Sangeetha;11
Sangmo;11
Santi;11
Sany;11
Saoussan;11
Sapana;11
Sarah-Marie;11
Saraya;11
Saroj;11
Saskja;11
Sauda;11
Sawitree;11
Sayaline;11
Sayma;11
Sayon;11
Schekina;11
Scolastique;11
Seida;11
Sejal;11
Selay;11
Seliha;11
Selène;11
Semran;11
Semsije;11
Senda;11
Sevdija;11
Sevrine;11
Shaam;11
Shadya;11
Shafie;11
Shammah;11
Shanaëlle;11
Shanta;11
Sharmaine;11
Shehnaz;11
Shehrazade;11
Sherifa;11
Shevy;11
Shi;11
Shoghik;11
Shukran;11
Sibe;11
Sibi;11
Siege;11
Siggy;11
Silvanna;11
Simbi;11
Simuni;11
Sindhu;11
Sire;11
Sirilak;11
Sirina;11
Sirpa;11
Sitan;11
Smriti;11
Snezhanka;11
Sodia;11
Sofiana;11
Sony;11
Soriya;11
Sory;11
Sose;11
Souada;11
Soukeïna;11
Sowmya;11
Spencer;11
Spomenka;11
Stefanny;11
Ster;11
Stergiani;11
Stientje;11
Suana;11
Sultane;11
Summaya;11
Sunitha;11
Suraiya;11
Surekha;11
Susmita;11
Suzannah;11
Sézanne;11
Tabasom;11
Tacha;11
Tahlia;11
Takako;11
Tal;11
Talyah;11
Tanvi;11
Tao;11
Tayebeh;11
Tayla;11
Tayra;11
Teja;11
Temitope;11
Tenin;11
Terese;11
Terezinha;11
Teske;11
Tessi;11
Teyana;11
Thaleia;11
Thalina;11
Thalía;11
Thana;11
Thanaporn;11
Thanina;11
Thanya;11
Thiany;11
Thiên;11
Thérése;11
Ticia;11
Tifaine;11
Tijania;11
Tjörven;11
Tlaïtmas;11
Tola;11
Tonja;11
Triantafyllia;11
Trina;11
Tristana;11
Truc;11
Tsvetomira;11
Tuanna;11
Tuna;11
Turkijana;11
Tusem;11
Tyanna;11
Tycha;11
Térésina;11
Tülün;11
Ugne;11
Umaporn;11
Uwase;11
Uwera;11
Valeri;11
Valeriane;11
Valerina;11
Valeryia;11
Valy;11
Vanelle;11
Vanita;11
Vaya;11
Vela;11
Venita;11
Verka;11
Vidhya;11
Vidya;11
Vikki;11
Viorika;11
Vladimira;11
Wagma;11
Wallis;11
Waltraut;11
Wanwisa;11
Wenli;11
Wesam;11
Wesley;11
Whitley;11
Widade;11
Widiane;11
Wilaiwan;11
Wilda;11
Winni;11
Wis;11
Xiaohua;11
Xiaolin;11
Yakina;11
Yalissa;11
Yannique;11
Yasemine;11
Yasuko;11
Yaya;11
Yesica;11
Yihan;11
Yitte;11
Youyou;11
Yujie;11
Yuma;11
Yuting;11
Yuzhen;11
Yvie;11
Zahera;11
Zahiya;11
Zao;11
Zayra;11
Zaïda;11
Zelya;11
Zeynap;11
Zheng;11
Zhoé;11
Zinaïda;11
Zinzi;11
Ziyneb;11
Zohre;11
Zoica;11
Zoje;11
Zooey;11
Zosima;11
Zoubaida;11
Zoulfa;11
Zoura;11
Zuwena;11
Zéna;11
Çagla;11
Élyne;11
Éléana;11
Émie;11
Émilia;11
Érica;11
Ömür;11
Abel;10
Abeline;10
Abenan;10
Abie;10
Abigél;10
Abire;10
Adalia;10
Adam;10
Adamantia;10
Adelina-Elena;10
Adenike;10
Adolfine;10
Adriaantje;10
Adryana;10
Advije;10
Adya;10
Aenea;10
Aeris;10
Afiavi;10
Agartha;10
Agate;10
Agathi;10
Aglaja;10
Agnessa;10
Agota;10
Ahana;10
Aichat;10
Aidi;10
Ailien;10
Aiste;10
Ajnur;10
Ajtene;10
Akberet;10
Akoko;10
Akshara;10
Aleen;10
Alesia-Maria;10
Alexandra-Cristina;10
Alexise;10
Alfina;10
Alhya;10
Alina-Cristina;10
Alina-Mariana;10
Alinoë;10
Aliséa;10
Alix-Anne;10
Allisha;10
Alliya;10
Allégresse;10
Alyxe;10
Alène;10
Amarine;10
Amiliya;10
Amitis;10
Amor;10
Amreen;10
Amèlia;10
Ana-Isabel;10
Ana-Sofia;10
Anabell;10
Anaîs;10
Ancilla;10
Andie;10
Andreea-Bianca;10
Andreea-Simona;10
Angeli;10
Anghelina;10
Anhelina;10
Anieta;10
Ann-Christine;10
Ann-Kathrin;10
Anna-Elisa;10
Anna-Elisabeth;10
Anna-Sofia;10
Annachiara;10
Annalena;10
Annaïse;10
Anne-Joëlle;10
Anne-Laura;10
Anne-Lotte;10
Anne-Marieke;10
Anne-Véronique;10
Annie-France;10
Anoula;10
Anousha;10
Anupama;10
Anyta;10
Aoi;10
Aprile;10
Apryl;10
Arbana;10
Areta;10
Argiro;10
Arilena;10
Arine;10
Ariël;10
Arjin;10
Arlina;10
Arthuria;10
Arthurine;10
Ashraf;10
Asina;10
Asmira;10
Assitan;10
Astra;10
Athalie;10
Audrey-Rose;10
Audélia;10
Auphélie;10
Ausilia;10
Awaz;10
Awena;10
Ayae;10
Ayano;10
Aysin;10
Azalia;10
Aze;10
Azeline;10
Azusa;10
Azéline;10
Aïchat;10
Babou;10
Bachira;10
Bahati;10
Bakht;10
Barbarina;10
Basmina;10
Batouly;10
Beena;10
Behishta;10
Belfin;10
Belicia;10
Benigne;10
Benilda;10
Benvinda;10
Berdina;10
Berlant;10
Bertie;10
Berty;10
Bessy;10
Betthy;10
Bety;10
Bihter;10
Biliana;10
Bin;10
Binke;10
Blen;10
Bodil;10
Boglarka;10
Bohdana;10
Borka;10
Boutheina;10
Boyka;10
Breshna;10
Buchra;10
Cala;10
Caresse;10
Carmelle;10
Carmita;10
Carolan;10
Carolynn;10
Catinca;10
Catline;10
Caylee;10
Cayley;10
Ceylia;10
Chalisa;10
Chanell;10
Chanti;10
Charisa;10
Charlenne;10
Chaweewan;10
Chelssy;10
Cherin;10
Cheyenna;10
Chidinma;10
Chinenye;10
Chirin;10
Chisom;10
Chloè;10
Christabelle;10
Christia;10
Christine-Marie;10
Chrysantha;10
Chrystèle;10
Chunyan;10
Cilla;10
Ciydem;10
Claire-Lise;10
Clara-Lou;10
Clodette;10
Cloée;10
Cloélia;10
Clélya;10
Conchetta;10
Cong;10
Conrada;10
Coral;10
Coryse;10
Crenguta;10
Cristina-Andreea;10
Crysta;10
Crystel;10
Cyane;10
Cécilie;10
Céliana;10
Céréna;10
Dahabo;10
Dalel;10
Dallal;10
Damira;10
Dang;10
Danina;10
Danja;10
Darah;10
Davita;10
Dayanna;10
Dekyi;10
Delice;10
Della;10
Delphie;10
Dema;10
Denize;10
Desta;10
Devina;10
Dhara;10
Diamantina;10
Diaz;10
Diene;10
Dil;10
Dilanur;10
Dilys;10
Dimple;10
Dinka;10
Diora;10
Dipali;10
Dirce;10
Djamilia;10
Djara;10
Djenebou;10
Djeny;10
Doan;10
Donara;10
Donate;10
Dong;10
Dongmei;10
Dorice;10
Dorith;10
Dorka;10
Dzeneta;10
Dzesika;10
Ecram;10
Edine;10
Edvina;10
Efisia;10
Eftelya;10
Eilaf;10
Ekta;10
Elanaz;10
Elena-Loredana;10
Eleona;10
Elfete;10
Elfje;10
Elfya;10
Eliete;10
Elkje;10
Ella-Lou;10
Ella-Mae;10
Elline;10
Elmyre;10
Eloïs;10
Elsemieke;10
Elsia;10
Elspeth;10
Elviera;10
Eléah;10
Eléona;10
Emerine;10
Emerita;10
Emeritha;10
Emilien;10
Emmeke;10
Emona;10
Emrana;10
Ennia;10
Enolla;10
Eralda;10
Erell;10
Erinda;10
Eriselda;10
Erla;10
Erleta;10
Erlijn;10
Esrae;10
Esrin;10
Essaâdia;10
Esse;10
Estere;10
Esthé;10
Etela;10
Eusebia;10
Evalyne;10
Evellyn;10
Evmorfia;10
Eyan;10
Eyram;10
Ez-Zohra;10
Faadumo;10
Fadik;10
Faige;10
Farheen;10
Faria;10
Fatim-Zahra;10
Fatlume;10
Faza;10
Fea;10
Feije;10
Felin;10
Fena;10
Fenn;10
Ferielle;10
Fidane;10
Fides;10
Filipina;10
Flavienne;10
Fleurette;10
Florenda;10
Florinela;10
Flávia;10
Franny;10
Fresia;10
Fridda;10
Frédérika;10
Ftima;10
Fumiko;10
Gali;10
Gally;10
Gatienne;10
Gave;10
Geneveva;10
Genka;10
Gentijana;10
Georgiana-Elena;10
Georgiana-Maria;10
Geralda;10
Gertha;10
Ghazieh;10
Ghislana;10
Gien;10
Gijsberta;10
Glorya;10
Gnalen;10
Graciana;10
Gradie;10
Grata;10
Grethel;10
Guillelmine;10
Guldane;10
Gule;10
Gulnar;10
Gulshan;10
Gurmit;10
Gursimran;10
Guylène;10
Gyulay;10
Gyulbeyaz;10
Gyulchin;10
Gyulnar;10
Gyulnur;10
Gülkiz;10
Gülseher;10
Gülseven;10
Güne;10
Güzin;10
Hacire;10
Hada;10
Hadeer;10
Hadise;10
Hadjara;10
Hafsah;10
Haidy;10
Haiying;10
Hajara;10
Haleema;10
Hann;10
Hanzade;10
Harissatou;10
Hata;10
Hawanatu;10
Hedaya;10
Heran;10
Hermana;10
Hinke;10
Hiva;10
Hjördis;10
Hollie;10
Huria;10
Hông;10
Hüriye;10
Ianne;10
Ianthé;10
Ibrich;10
Ibtihaj;10
Igballe;10
Ilhana;10
Ilkim;10
Ilyayda;10
Ilyna;10
Ilyse;10
Ilza;10
Imre;10
Imèn;10
Indya;10
Ingeborgh;10
Inia;10
Innocenza;10
Inola;10
Insaaf;10
Iran;10
Isabelita;10
Iseut;10
Isimbi;10
Ismahen;10
Isoken;10
Ivi;10
Izy;10
Jabeen;10
Jacobina;10
Jama;10
James;10
Janell;10
Janessa;10
Jannatul;10
Jannicke;10
Jannika;10
Jarissa;10
Jasmyn;10
Jaspal;10
Jasperina;10
Jaylin;10
Jazia;10
Jazmine;10
Jaïna;10
Jeena;10
Jenelle;10
Jennat;10
Jesmina;10
Jesusa;10
Jevgenija;10
Jiahui;10
Jilan;10
Jilte;10
Jirky;10
Jo-Anna;10
Joie;10
Jolane;10
Joli;10
Jonina;10
Jorane;10
Josyanne;10
Joséfa;10
Jouliana;10
Jouwayriya;10
Julieth;10
Jurate;10
Jusra;10
Juwayriyah;10
Kabedi;10
Kadijatu;10
Kadime;10
Kaira;10
Kajal;10
Kaley;10
Kallie;10
Kaléa;10
Kamer;10
Kanlaya;10
Karita;10
Katalyne;10
Kathline;10
Kathlyne;10
Katrientje;10
Kawtare;10
Kaycie;10
Kaynat;10
Kayoko;10
Kaysha;10
Kazuko;10
Kee;10
Kei;10
Kelley;10
Kena;10
Kerby;10
Kes;10
Kesha;10
Kesiah;10
Kessie;10
Keyshia;10
Khaddija;10
Khansaa;10
Khatereh;10
Khatima;10
Kieu;10
Kildine;10
Kinsey;10
Kirenia;10
Kithana;10
Kjinta;10
Kokob;10
Konstantinia;10
Kossia;10
Krassimira;10
Kristiene;10
Kumrija;10
Kurdele;10
Kusum;10
Kyentha;10
Kymora;10
Kyrah;10
Lacrimioara;10
Laerke;10
Laethitia;10
Lalitha;10
Lam;10
Larina;10
Latifatou;10
Laurentien;10
Laurianna;10
Laurynn;10
Lavdije;10
Lawrencia;10
Layel;10
Laîla;10
Lemonie;10
Lenaïs;10
Leonilda;10
Letafet;10
Letizzia;10
Leylani;10
Libia;10
Liesette;10
Lijdia;10
Lilav;10
Lili-Roos;10
Lillith;10
Lily-Jane;10
Lily-June;10
Linke;10
Linte;10
Liou;10
Lisan;10
Lise-Laure;10
Liubovi;10
Liying;10
Lizea;10
Lizianne;10
Loike;10
Lolly;10
Longina;10
Loppe;10
Lorita;10
Lorèna;10
Loréane;10
Lotti;10
Louisiana;10
Loëlia;10
Loëlya;10
Ludivina;10
Lunia;10
Lusette;10
Lyhana;10
Lyllou;10
Lymke;10
Lyncia;10
Lyz;10
Lèa;10
Léanor;10
Léila;10
Lénna;10
Léontina;10
Léora;10
M'Fedla;10
Madenn;10
Madhuri;10
Madita;10
Madlyn;10
Maelie;10
Maere;10
Magdala;10
Magi;10
Mahdieh;10
Mahdjouba;10
Mahide;10
Mahima;10
Mahire;10
Mahora;10
Mahwish;10
Mai-Li;10
Majken;10
Majolie;10
Maliwan;10
Malk;10
Malyka;10
Mambu;10
Manisa;10
Manjinder;10
Manël;10
Marfa;10
Margalit;10
Margaryta;10
Maria-Alina;10
Maria-Lisa;10
Maria-Loredana;10
Maria-Luiza;10
Maria-Luz;10
Mariamu;10
Maribelle;10
Maricar;10
Marie-Constance;10
Marie-Edith;10
Marie-Eglantine;10
Marie-Eugénie;10
Marie-Francoise;10
Marie-Jean;10
Marie-Katrien;10
Marie-Laetitia;10
Marie-Maxence;10
Marie-Nelly;10
Marie-Nöelle;10
Marie-Odette;10
Marie-Thérése;10
Marieleen;10
Marielien;10
Marijcke;10
Marilin;10
Mariloe;10
Mariona;10
Marischka;10
Mariël;10
Marlina;10
Martelle;10
Marusya;10
Marylore;10
Masouda;10
Mattanja;10
Matéa;10
Mawata;10
Maxien;10
May-Lynn;10
Maybritt;10
Maymuna;10
Mayuko;10
Mayuri;10
Maze;10
Maëlane;10
Maïlee;10
Maïty;10
Mbo;10
Mckenzie;10
Mechthild;10
Media;10
Meilan;10
Mejra;10
Melaine;10
Melitta;10
Melpomeni;10
Menka;10
Merida;10
Messina;10
Miana;10
Micol;10
Miena;10
Miguelina;10
Mihaela-Alexandra;10
Mihaela-Maria;10
Mihret;10
Milah;10
Mileena;10
Milijana;10
Milja;10
Milvia;10
Mimona;10
Minouche;10
Mirel;10
Miriama;10
Mirke;10
Mitka;10
Mitzy;10
Miyako;10
Mohamed;10
Momna;10
Moriah;10
Moussa;10
Mst;10
Mulki;10
Muqadas;10
Murron;10
Mutlu;10
Mylee;10
Mynthe;10
Myrsini;10
Myuhteber;10
Méliana;10
Méliane;10
Mélis;10
Mérina;10
Nadezjda;10
Nadifo;10
Nadjah;10
Nafia;10
Naghmeh;10
Naimo;10
Najda;10
Namfon;10
Narelle;10
Nargyul;10
Nastasya;10
Natal'ya;10
Natalia-Maria;10
Natassia;10
Nathali;10
Nathascha;10
Naty;10
Nava;10
Nawalle;10
Nayat;10
Naylah;10
Nazeha;10
Nazeli;10
Nazla;10
Nazzarena;10
Naële;10
Naïri;10
Ndéye;10
Neethu;10
Nehad;10
Neslin;10
Netta;10
Nevaeh;10
Nexhmie;10
Nibras;10
Nicia;10
Nieka;10
Nigyar;10
Niko;10
Nilima;10
Nilufar;10
Nilyay;10
Nin;10
Ninna;10
Nissma;10
Nithya;10
Noam;10
Nogaye;10
Nohra;10
Nory;10
Nourhene;10
Noy;10
Noèmie;10
Noélise;10
Noélyse;10
Nupur;10
Nuriya;10
Nzumba;10
Nöelle;10
Nürten;10
Odalys;10
Olcay;10
Oluwakemi;10
Onna;10
Orgesa;10
Orlanne;10
Orsolina;10
Ouissame;10
Ounaysa;10
Ovsanna;10
Ozgül;10
Palmo;10
Palwinder;10
Parastou;10
Parichat;10
Parvinder;10
Pascalia;10
Patrizzia;10
Pauletta;10
Pemba;10
Peppina;10
Perel;10
Perinne;10
Pernilla;10
Peytone;10
Pharailda;10
Phyline;10
Pierra;10
Pinky;10
Pragya;10
Pretty;10
Pricilia;10
Priscile;10
Pétra;10
Rachidatou;10
Radegonde;10
Radina;10
Raffaelina;10
Raia;10
Ramajana;10
Ramona-Mihaela;10
Ramzia;10
Raniyah;10
Rasima;10
Rawya;10
Rehmat;10
Reintje;10
Reva;10
Rey;10
Reyes;10
Rezi;10
Rielke;10
Rifke;10
Rihabe;10
Riikka;10
Rimes;10
Ripsime;10
Riyan;10
Riyana;10
Robabeh;10
Rochel;10
Rogina;10
Rojbin;10
Rosa-Anna;10
Rosa-Marie;10
Rosela;10
Roseli;10
Rosemieke;10
Roshanak;10
Roumayssae;10
Roxana-Mihaela;10
Rrezarta;10
Rta;10
Ru;10
Rubin;10
Rukaia;10
Rukia;10
Ruman;10
Rumejsa;10
Ruqia;10
Ruwaida;10
Ruzan;10
Rya;10
Rylana;10
Sabae;10
Sabela;10
Saffron;10
Saha;10
Said;10
Sajma;10
Sakshi;10
Salem;10
Salomey;10
Salsabila;10
Samarah;10
Sameena;10
Samie;10
Saoirse;10
Sarah-Louise;10
Sarah-Maria;10
Sarbjit;10
Saro;10
Saule;10
Sawssen;10
Schana;10
Seble;10
Segolène;10
Sejda;10
Selveta;10
Semahat;10
Semke;10
Semsinur;10
Senja;10
Sennah;10
Serdal;10
Sevdanur;10
Sevdiye;10
Sevgül;10
Sevkiye;10
Sewar;10
Seydanur;10
Seyna;10
Shahrazad;10
Shaira;10
Shanis;10
Shanthi;10
Sharry;10
Shayne;10
Sheida;10
Shemsa;10
Sheren;10
Sheridan;10
Shiba;10
Shine;10
Shkendije;10
Shoko;10
Sibora;10
Sieghild;10
Sieta;10
Silla;10
Sim;10
Simane;10
Simranpreet;10
Sinaya;10
Sini;10
Sinita;10
Sinziana;10
Sirah;10
Sitto;10
Slawomira;10
Smitha;10
Soccorsa;10
Sohana;10
Sojoud;10
Sok;10
Solaf;10
Soleda;10
Solenza;10
Somsri;10
Sookie;10
Sophia-Maria;10
Sorcha;10
Soreya;10
Souadia;10
Soudabeh;10
Soulef;10
Spogmai;10
Stéphie;10
Sublime;10
Suhada;10
Suhana;10
Sulaf;10
Sunee;10
Supattra;10
Surbhi;10
Suwanna;10
Suzel;10
Suzzy;10
Svenia;10
Syara;10
Sylvane;10
Sylvina;10
Syriana;10
Szabina;10
Sümbül;10
Sündüs;10
Tai;10
Taja;10
Takoua;10
Tam;10
Tamanna;10
Tamimounte;10
Tammin;10
Tani;10
Tanneke;10
